2024-04-08 19:04:40+00:00, Sun Elevation: 56.83894558221344, Sun Azimuth: 210.16624868735963,,,
2024-04-08 19:04:41+00:00, Sun Elevation: 56.837285942460625, Sun Azimuth: 210.17316173754915,,,
2024-04-08 19:04:42+00:00, Sun Elevation: 56.83562595731551, Sun Azimuth: 210.18007420393968,,,
2024-04-08 19:04:43+00:00, Sun Elevation: 56.83396555949815, Sun Azimuth: 210.18698636595335,,,
2024-04-08 19:04:44+00:00, Sun Elevation: 56.832304950858806, Sun Azimuth: 210.19389738599696,,,
2024-04-08 19:04:45+00:00, Sun Elevation: 56.83064386267663, Sun Azimuth: 210.20080837944198,,,
2024-04-08 19:04:46+00:00, Sun Elevation: 56.828982496792236, Sun Azimuth: 210.20771850974475,,,
2024-04-08 19:04:47+00:00, Sun Elevation: 56.82732078526396, Sun Azimuth: 210.21462805744608,,,
2024-04-08 19:04:48+00:00, Sun Elevation: 56.82565872884455, Sun Azimuth: 210.2215370203937,,,
2024-04-08 19:04:49+00:00, Sun Elevation: 56.82399632740653, Sun Azimuth: 210.22844539931822,,,
2024-04-08 19:04:50+00:00, Sun Elevation: 56.82233351375853, Sun Azimuth: 210.2353534727053,,,
2024-04-08 19:04:51+00:00, Sun Elevation: 56.82067048948352, Sun Azimuth: 210.24226040577489,,,
2024-04-08 19:04:52+00:00, Sun Elevation: 56.81900698603339, Sun Azimuth: 210.24916731091685,,,
2024-04-08 19:04:53+00:00, Sun Elevation: 56.81734320535111, Sun Azimuth: 210.256073352862,,,
2024-04-08 19:04:54+00:00, Sun Elevation: 56.81567907906818, Sun Azimuth: 210.2629788125635,,,
2024-04-08 19:04:55+00:00, Sun Elevation: 56.81401460892803, Sun Azimuth: 210.26988368612834,,,
2024-04-08 19:04:56+00:00, Sun Elevation: 56.81234979381166, Sun Azimuth: 210.27678797603204,,,
2024-04-08 19:04:57+00:00, Sun Elevation: 56.81068463409852, Sun Azimuth: 210.28369168166927,,,
